name,link,tags
"em, rem trong css",https://viblo.asia/p/em-rem-trong-css-naQZRGjPlvx,css
Một vài thủ thuật CSS mà chính Frontend có thể còn chưa biết (Phần 28),https://viblo.asia/p/mot-vai-thu-thuat-css-ma-chinh-frontend-co-the-con-chua-biet-phan-28-Do754evVKM6,bí kíp frontend
Làm việc với Bottom Navigation trong Android,https://viblo.asia/p/lam-viec-voi-bottom-navigation-trong-android-gGJ59j6pKX2,material design
Giới thiệu về Numpy (một thư viện chủ yếu phục vụ cho khoa học máy tính của Python),https://viblo.asia/p/gioi-thieu-ve-numpy-mot-thu-vien-chu-yeu-phuc-vu-cho-khoa-hoc-may-tinh-cua-python-maGK7kz9Kj2,python3
Những Tính Năng Hay Trong Visual Studio Code (VSCode),https://viblo.asia/p/nhung-tinh-nang-hay-trong-visual-studio-code-vscode-RnB5pkmDlPG,visual studio code
Automation Test với Docker và Gitlab CI,https://viblo.asia/p/automation-test-voi-docker-va-gitlab-ci-yMnKMv2DZ7P,jest
Cùng tìm hiểu về GraphQL,https://viblo.asia/p/cung-tim-hieu-ve-graphql-07LKX4zeKV4,""
QUERY BUILDER TRONG LARAVEL,https://viblo.asia/p/query-builder-trong-laravel-RnB5pXm75PG,laravel
Tìm hiểu về Business Analyst (BA) - Chuyên viên phân tích nghiệp vụ,https://viblo.asia/p/tim-hieu-ve-business-analyst-ba-chuyen-vien-phan-tich-nghiep-vu-PDOkqMdpkjx,qa
Tìm hiểu giao thức TCP và UDP,https://viblo.asia/p/tim-hieu-giao-thuc-tcp-va-udp-jvEla11xlkw,kiến trúc phân tầng tcp/ip
Kỹ thuật tấn công XSS và cách ngăn chặn,https://viblo.asia/p/ky-thuat-tan-cong-xss-va-cach-ngan-chan-YWOZr0Py5Q0,qa
Khác nhau giữa abstract class và interface khi nào dùng chúng,https://viblo.asia/p/khac-nhau-giua-abstract-class-va-interface-khi-nao-dung-chung-ORNZq9YrZ0n,c
Thuật toán tham lam - Greedy Algorithm,https://viblo.asia/p/thuat-toan-tham-lam-greedy-algorithm-XQZGxozlvwA,algorithm
Làm thế nào để viết Conventional Commits cho dễ sử dụng,https://viblo.asia/p/lam-the-nao-de-viet-conventional-commits-cho-de-su-dung-07LKXbb2lV4,git-commit
AWS TIP: Đôi nét về IAM,https://viblo.asia/p/aws-tip-doi-net-ve-iam-jvElayMmlkw,amazon web services (aws)
Gặp nhau cuối tuần - Tản mạn về Javascript,https://viblo.asia/s/yEZkg894ZQ0,khai báo hàm trong javascript
Cùng phân tích 1 requirement nho nhỏ,https://viblo.asia/s/DVK2jDMvKLj,requirement
Tìm hiểu về Kubernetes (K8s) từ con số 0,https://viblo.asia/s/nB5pX8N65PG,container
Three JS - Thư viện JS tạo đối tượng 3D trên web,https://viblo.asia/s/J3ZgB82BKmB,3d
Tìm hiểu cơ bản về hệ phân tán,https://viblo.asia/s/3m5WB8OwlO7,kiến trúc hệ phân tán
Lạc vào thế giới Java,https://viblo.asia/s/z45bx8AVZxY,java
"Machine Learning, Medical Image Analysis & Biometric Application",https://viblo.asia/s/P856j7XR5Y3,deep learning
SOTA trong vòng 5 phút?,https://viblo.asia/s/375z0mybZGW,deep learning
Cải thiện code base cho Android Project,https://viblo.asia/s/24lJDzM8KPM,android lint
Giới thiệu và tìm hiểu về framework Laravel,https://viblo.asia/s/b85og82652G,laravel
Tìm hiểu về JMeter,https://viblo.asia/s/pmleB8qV5rd,jmeter
Server monitoring with Monit,https://viblo.asia/s/DVK2jDbnKLj,moni
"Các ""chiêu trò"" JS tưởng không hay mà hay không tưởng",https://viblo.asia/s/DVK2jDyjKLj,javascript
Lập trình Golang,https://viblo.asia/s/jeZ103LgKWz,struct trong golang
[GAN series-0]: Giới thiệu series bài viết về GAN,https://viblo.asia/s/DVK2jPErKLj,deep learning
Ruby's basically,https://viblo.asia/s/JzKmgDYwl9N,sort
Linux command Line,https://viblo.asia/s/jeZ107MRKWz,shell
Khám phá Docker.,https://viblo.asia/s/JzKmgDnBl9N,permission
"Tự học NodeJS, NodeJS cho mobile",https://viblo.asia/s/P0lPmJ7p5ox,node.js
Selenium Webdriver,https://viblo.asia/s/rLZDXo62Zk0,selenium
Tìm hiểu về EJBCA,https://viblo.asia/s/WOZrgPvwlQ0,ejbca
[SPA] Xây dựng SPA App Vuejs - Laravel,https://viblo.asia/s/yDZOPvOPlwj,vuejs
Kiểm thử UI/UX: Tổng hợp những điều cần lưu ý,https://viblo.asia/s/DVK2jPqeKLj,testing
Học React Native từ cơ bản đến nâng cao,https://viblo.asia/s/WrZngQkwlxw,boilerplate
[Laravel] Laravel Và Những Điều Căn Bản Nhất,https://viblo.asia/s/jy5VB28o5ra,relationships
Ruby Metaprogramming,https://viblo.asia/s/P856j2795Y3,metaprogramming
Cùng tìm hiểu về ReactJS,https://viblo.asia/s/MnKMJDRmZ7P,ruby on rails
Memory Leaks in Swift,https://viblo.asia/s/rLZDXoREZk0,""
Tự viết các component React mà không cần dùng tới third-party code,https://viblo.asia/s/pmleBze75rd,reactjs
Simple & Basic Elasticsearch,https://viblo.asia/s/JzKmgD4Dl9N,elasticsearch
Học Javascript hiện đại,https://viblo.asia/s/Q75wqN69ZWb,await
Android Programing với EDMTDev,https://viblo.asia/s/nB5pXJj75PG,edmtdev
Series Spring Core,https://viblo.asia/s/QqKLv3bpl7z,spring
Blockchain Series,https://viblo.asia/s/z45bxjPzZxY,""
Bài viết hay trên Viblo,https://viblo.asia/s/yEZkgnMgZQ0,coding style
Custom view android,https://viblo.asia/s/rLZDXo0eZk0,android recyclerview
Xử Lý Ngôn Ngữ Tự Nhiên với Python,https://viblo.asia/s/Je5Ejz9wKnL,nlp
Học học học mãi học nữa,https://viblo.asia/s/pmleBzJV5rd,magic methods
"5 trang web cực hay để luyện thuật toán, học lập trình",https://toidicodedao.com/2020/04/21/5-trang-web-cuc-hay-de-luyen-thuat-toan-hoc-lap-trinh/,thuật toán
Cùng học Cờ Lao – Azure Phần 6.2: Tìm hiểu về Azure Blob và Azure File,https://toidicodedao.com/2019/08/06/cung-hoc-co-lao-azure-phan-6-2-tim-hieu-ve-azure-blob-va-azure-file/,điện toán đám mây
Những thứ mình đã học trong năm 2018,https://toidicodedao.com/2019/02/14/nhung-thu-minh-da-hoc-trong-nam-2018/,vuejs
"Giải ngố về các khái niệm IaaS, PaaS, SaaS trong Cloud Computing",https://toidicodedao.com/2018/10/23/so-sanh-iaas-paas-saas-la-gi/,điện toán đám mây
Series Lược Sử Lập Trình Web Phần 2 – Thời đại của jQuery,https://toidicodedao.com/2018/07/24/series-luoc-su-lap-trinh-web-phan-2-thoi-dai-cua-jquery/,web developer
"Công cụ đơn giản, bá đạo mà 69.96% sinh viên IT không biết – Phần 2 : Profiler và Command Line",https://toidicodedao.com/2018/03/13/cong-cu-sinh-vien-it-khong-biet-phan-2-profiler-command-line/,ubuntu
"Bắt chước Facebook và Google, cùng viết hệ thống “theo dõi” người dùng với Cookie",https://toidicodedao.com/2017/09/05/viet-he-thong-theo-doi-nguoi-dung/,web
Series Nhập Môn Lập Trình – Con đường nào cho các bạn tự học lập trình?,https://toidicodedao.com/2017/05/11/con-duong-tu-hoc-lap-trinh/,tự học lập trình
Series Nhận diện Idol: Phần 4.1 – Lý thuyết và cơ chế nhận diện khuôn mặt,https://toidicodedao.com/2017/02/07/nhan-dien-idol-phan-4-1-ly-thuyet-co-che/,website
Đừng để mình trở thành coder “siêu nhân”,https://toidicodedao.com/2016/09/29/coder-sieu-nhan/,thần thánh
Hướng dẫn viết chat bot cho Facebook – Phần 2: Tạo Fanpage và kết nối với bot,https://toidicodedao.com/2016/06/02/huong-dan-viet-chat-bot-cho-facebook-phan-2-tao-fanpage-va-ket-noi-voi-bot/,webhook
Series Javascript sida – Pờ rồ tô tai (Prototype) là cái gì,https://toidicodedao.com/2016/02/02/series-javascript-sida-po-ro-to-tai-prototype-la-cai-gi/,string
Chuyện về các cây đa cây đề trong làng Software Engineering,https://toidicodedao.com/2015/10/15/chuyen-ve-cac-cay-da-cay-de-trong-lang-software-engineering/,unix
Đôi điều về Regex,https://thefullsnack.com/posts/regex.html,"random , opinion"
Tổng hợp các bài hướng dẫn về Design Pattern - 23 mẫu cơ bản của GoF,https://viblo.asia/p/tong-hop-cac-bai-huong-dan-ve-design-pattern-23-mau-co-ban-cua-gof-3P0lPQPG5ox,singleton pattern
Cùng tìm hiểu về các hook trong React hooks,https://viblo.asia/p/cung-tim-hieu-ve-cac-hook-trong-react-hooks-Ljy5VYgjlra,react hooks
Bài toán rút tiền từ ATM - PHP,https://viblo.asia/p/bai-toan-rut-tien-tu-atm-php-4dbZNnALZYM,php
[JAVA] Spring Framework From Scratch,https://viblo.asia/s/aQZRb81QZvx,spring boot
Pro Kubernetes:  Lý thuyết và Thực tiễn,https://viblo.asia/s/OVlYq81Vl8W,programming
Indexing for High Performance,https://viblo.asia/s/vElaB8E45kw,mysql
"Một số mẹo vặt ""hay ho"" của ES6",https://viblo.asia/s/P856j7gR5Y3,codingtips
Cùng giải Cryptopals!,https://viblo.asia/s/68Z00nw9ZkG,crypto
Spring Batch - Series - 1 - Một số khái niệm cơ bản,https://viblo.asia/s/aGK7jPLO5j2,jdk
"Học rất có Lợi, Chơi rất có Hại, Học và Chơi thật LỢI HẠI",https://viblo.asia/s/L6lAy1gJlek,puppeteer
"Tạo ứng dụng điểm danh sử dụng Mongodb, ExpressJS và Nodejs",https://viblo.asia/s/68Z00n1AZkG,mayfest
Báo khoa học trong vòng 5 phút?,https://viblo.asia/s/rLZDX4YnZk0,information embedding
[For beginners in PM] 15 chủ đề để học về cơ sở và kĩ thuật quản lý dự án.,https://viblo.asia/s/375z0mz6ZGW,project management
Solution Hacker Rank,https://viblo.asia/s/z45bx86gZxY,java
Tôi đã học Assembly 32bit như thế nào,https://viblo.asia/s/P0lPmrwo5ox,assembly
Tổng hợp kiến thức trong tháng,https://viblo.asia/s/jy5VB8Ej5ra,note
Dịch sách The Linux Programming Interface,https://viblo.asia/s/GJ59jLR1KX2,kernel
Cẩm nang kiểm thử với Vue,https://viblo.asia/s/aGK7jNde5j2,mock
Học Deep Learning từ cơ bản đến nâng cao,https://viblo.asia/s/eVKByjLd5kW,deep learning
Go go go langgggggggggg,https://viblo.asia/s/VgZvE2YpKAw,php
"Series Hướng dẫn Spring Boot căn bản, Zero to Hero",https://viblo.asia/s/J3ZgBpLLKmB,spring mvc
From AI to Strategy,https://viblo.asia/s/68Z00J9dZkG,ai
Tối ưu MySql từ cơ bản đến nâng cao,https://viblo.asia/s/aGK7jN295j2,optimization
Javascript - cô gái để yêu chứ không để hiểu,https://viblo.asia/s/GJ59j04pKX2,compiler
"Tìm hiểu công nghệ Blockchain, thuật ngữ cơ bản của công nghệ Blockchain",https://viblo.asia/s/WrZngQkrlxw,tìm hiểu blockchain
Laravel checkout my alvindev,https://viblo.asia/s/AyK8VqmklxX,eloquent
Tizen Platform - A new world !,https://viblo.asia/s/DVK2jPr2KLj,tizen
Apache HttpComponents,https://viblo.asia/s/Wj53OmoP56m,httpclient
Static Site Generator với Hugo,https://viblo.asia/s/OVlYq0JVl8W,go
CSS Upgrade: Styled-components,https://viblo.asia/s/P856j2pL5Y3,styled-components
Tìm hiểu về React Router.,https://viblo.asia/s/3m5WBNmblO7,history
Design Pattern C#,https://viblo.asia/s/aGK7jNGx5j2,design pattern
Laravel Tips <3,https://viblo.asia/s/aGK7jNAB5j2,laravel
Bảo mật hệ thống,https://viblo.asia/s/24lJDgmWKPM,security
Cùng đi học Machine Learning,https://viblo.asia/s/Wj53Ombp56m,machine learning
Useful things to build microservice architecture,https://viblo.asia/s/o754jLDLZM6,opentracing
Docker container networking,https://viblo.asia/s/dbZN7QJnlYM,devops
Data Structures and Algorithms,https://viblo.asia/s/rLZDXoaeZk0,algorithm
"Các hệ thống lớn sử dụng Rate Limiting để chống DDOS, hạn chế spam, bảo vệ hệ thống như thế nào? – Phần 2",https://toidicodedao.com/2020/03/24/rate-limiting-chong-ddos-p2/,token bucket
Cùng học Cờ Lao – Azure Phần 6.1: Lưu trữ file từ vài trăm MB tới hàng chục TB với Azure Storage,https://toidicodedao.com/2019/07/30/cung-hoc-co-lao-azure-phan-6-1-luu-tru-file-tu-vai-tram-mb-toi-hang-chuc-tb-voi-azure-storage/,điện toán đám mây
Những công nghệ mình chưa biết trong năm 2018,https://toidicodedao.com/2019/02/12/nhung-cong-nghe-minh-chua-biet-trong-nam-2018/,web
"Chuyện 2 cái xô trong ga tàu điện ngầm, và những con bug ko bao giờ được fix",https://toidicodedao.com/2018/10/18/chuyen-2-cai-xo-trong-ga-tau-dien-ngam-va-nhung-con-bug-ko-bao-gio-duoc-fix/,technical debt
Lập trình Web Front-end đã thay đổi như thế nào sau 10 năm – Phần 1,https://toidicodedao.com/2018/07/17/lap-trinh-web-front-end-da-thay-doi-nhu-the-nao-sau-10-nam-phan-1/,web development
"Công cụ đơn giản, bá đạo mà 69.96% sinh viên IT không biết – Phần 1 : Unit Test và Logging",https://toidicodedao.com/2018/03/08/cong-cu-sinh-vien-it-khong-biet-phan-1-unit-test-logging/,sơn tùng
Tổng hợp những clip livestream hay của Tôi đi Code Dạo và Codeaholicguy,https://toidicodedao.com/2017/08/24/tong-hop-nhung-clip-livestream-hay-cua-toi-di-code-dao-va-codeaholicguy/,web developer
Series Nhập Môn Lập Trình – Hai con đường trở thành lập trình viên: Đại Học và Học Đại,https://toidicodedao.com/2017/05/04/tro-thanh-lap-trinh-vien/,đại học
"Rảnh rỗi không biết code gì, sao không làm pet project?",https://toidicodedao.com/2017/01/19/code-pet-project/,startup
Series Phản Phác Qui Chân – Luận về Optimize Code,https://toidicodedao.com/2016/09/27/optimize-code/,stackoverflow
Hướng dẫn viết chat bot cho Facebook – Phần 1: Kiến thức cơ bản & Cơ chế hoạt động,https://toidicodedao.com/2016/05/31/huong-dan-viet-chat-bot-cho-facebook-phan-1-kien-thuc-co-ban-co-che-hoat-dong/,webhook
Series JavaScript sida – Luận bàn về cái đít (this) trong javascript,https://toidicodedao.com/2016/01/26/series-javascript-sida-luan-ban-ve-cai-dit-this-trong-javascript/,this
Sự “bá đạo” của Chrome Developer Tools – Phần 2,https://toidicodedao.com/2015/10/13/su-ba-dao-cua-chrome-developer-tools-phan-2/,web developer
Luận về comment code (Phong cách kiếm hiệp),https://toidicodedao.com/2015/07/09/luan-ve-comment-code-phong-cach-kiem-hiep/,độc cô cầu bại
Tạo dummy data với Faker và Mockaroo – Xa rồi những ngày nhập tay nhàm chán,https://toidicodedao.com/2015/03/19/tao-dummy-data-voi-faker-va-mockaroo-xa-roi-nhung-ngay-nhap-tay-nham-chan/,sql
Học ngôn ngữ lập trình nào bây giờ (Phần 1),https://toidicodedao.com/2015/01/13/hoc-ngon-ngu-lap-trinh-nao-bay-gio-phan-1/,nghề nghiệp
Phân tích thiết kế hệ thống thông tin sử dụng biểu đồ UML (Phần 2),https://viblo.asia/p/phan-tich-thiet-ke-he-thong-thong-tin-su-dung-bieu-do-uml-phan-2-0bDM6wpAG2X4,sequence diagram
Kiểm thử hiệu năng ứng dụng web với Lighthouse CI,https://viblo.asia/p/kiem-thu-hieu-nang-ung-dung-web-voi-lighthouse-ci-3Q75w1L3ZWb,kiểm thử hiệu năng
Hướng dẫn lập trình Shader căn bản.,https://viblo.asia/s/b85og8Mj52G,shader
Thủ thuật Swift - iOS,https://viblo.asia/s/nB5pX8775PG,ios
Thuật toán đồng thuận Raft,https://viblo.asia/s/Am5yqPwO5db,hyperledger fabric
Các tài liệu đã đọc,https://viblo.asia/s/DVK2jDanKLj,php
Shell Script tutorial,https://viblo.asia/s/VgZvEv71KAw,linux shell
Kotlin - Các tính năng độc quyền mà bạn nên sử dụng,https://viblo.asia/s/P0lPmrXv5ox,delegates
Xây dựng một ứng dụng Restful API đơn giản với Rails 5,https://viblo.asia/s/b85og8q452G,ruby on rails
Sử dụng TypeScript để tạo API bảo mật với Node.js và Express,https://viblo.asia/s/P0lPmrNv5ox,api
Hướng dẫn cài đặt OpenCV 4 lên MacOS,https://viblo.asia/s/aGK7jPge5j2,imageprocess
Những chức năng bạn có thể cần trong một project Laravel,https://viblo.asia/s/AyK8VmW9lxX,api
Laravel cho người mới bắt đầu .,https://viblo.asia/s/3m5WB89ylO7,laravel
Automation Tool,https://viblo.asia/s/Q75wqN4GZWb,automation testing tool
Clean Code (Translated),https://viblo.asia/s/J3ZgBpvEKmB,clean code
Cùng học Kotlin Coroutine,https://viblo.asia/s/z45bxjBoZxY,android
Quá trình tự học Machine Learning,https://viblo.asia/s/24lJDgQ0KPM,linear regression
Mình thích Laravel nhờ người ấy,https://viblo.asia/s/24lJDgVNKPM,orm
Tìm kiếm dữ liệu với Elasticsearch,https://viblo.asia/s/7LKXNq8ElV4,elasticsearch
Tập tành tìm hiểu và viết chrome extension bằng VueJS,https://viblo.asia/s/z45bxjRQZxY,chrome extension
Một vài thủ thuật CSS mà chính Frontend có thể còn chưa biết,https://viblo.asia/s/bq5QL7RJlD8,system font stack
Amazon Web Services for Essential,https://viblo.asia/s/L6lAye6Dlek,""
Học reactjs và redux 2018,https://viblo.asia/s/nB5pXJp65PG,redux
Automation testing tool - Selenium,https://viblo.asia/s/zD5dBoWwZjY,selenium ide
Laravel up and running,https://viblo.asia/s/z45bxjLVZxY,artisan command
Phát triển Android hiện đại với Kotlin,https://viblo.asia/s/4x5xpq6O5BM,kotlin
"Single Page Application with ReactJS, Rails API",https://viblo.asia/s/3vKjRg1MK2R,reactjs
Continuous Integration with Jenkins,https://viblo.asia/s/aGK7jN0O5j2,github
Phát triển game với Pygame,https://viblo.asia/s/vElaBk3N5kw,game
Machine Learning and Data Analysis,https://viblo.asia/s/bq5QL7m4lD8,matplotlib
"Các hệ thống lớn sử dụng Rate Limiting để chống DDOS, hạn chế spam, bảo vệ hệ thống như thế nào? – Phần 1",https://toidicodedao.com/2020/03/17/rate-limiting-chong-ddos-p1/,trà sữa
Developer học những ngôn ngữ lập trình – công nghệ gì cho dễ tìm việc?,https://toidicodedao.com/2019/07/23/hoc-ngon-ngu-lap-trinh-cong-nghe-de-tim-viec/,tìm việc lập trình
Lightning Talk Kì 27 – Khi code gặp khó khăn thì phải làm gì?,https://toidicodedao.com/2019/01/24/lightning-talk-ki-27-khi-code-gap-kho-khan-thi-phai-lam-gi/,đi làm
"Lightning Talk Kì 21 – Những điều cần lưu ý khi mới đi làm, đi thực tập",https://toidicodedao.com/2018/10/11/lightning-talk-ki-21-nhung-dieu-can-luu-y-khi-moi-di-lam-di-thuc-tap/,đi làm
Học hỏi thông qua Best Practice – Đứng trên vai những người khổng lồ,https://toidicodedao.com/2018/07/10/hoc-best-practice-programming/,system architecture
Tổng hợp sách hay về JavaScript – Từ nhập môn đến nâng cao,https://toidicodedao.com/2018/03/06/tong-hop-sach-hay-ve-javascript-tu-nhap-mon-den-nang-cao/,thư viện
Làm thế nào để trở thành Web Developer – Phần 2,https://toidicodedao.com/2017/08/22/lam-the-nao-tro-thanh-web-developer-phan-2/,website
Xoá mù Agile và Scurm – Phần 2 – Tìm hiểu và ứng dụng Scrum,https://toidicodedao.com/2017/05/02/ung-dung-scrum/,waterfall
Series Nhận diện Idol: Phần 3 – Cùng đi đào dữ liệu VAV Idol,https://toidicodedao.com/2017/01/17/series-nhan-dien-idol-phan-3-thu-thap-du-lieu/,website
Review sách: SQL Antipatterns – Những sai lầm chết người khi làm việc với SQL,https://toidicodedao.com/2016/09/20/review-sach-sql-antipatterns-nhung-sai-lam-chet-nguoi-khi-lam-viec-voi-sql/,sql database
Tổng hợp những series/bài viết hay nhất trên blog,https://toidicodedao.com/2016/05/26/tong-hop-nhung-seriesbai-viet-hay-nhat-tren-blog/,tiếng anh
Sự thật đắng lòng: Đôi khi cắm đầu ngồi CODE là cách … ngu nhất để giải quyết vấn đề ,https://toidicodedao.com/2016/01/20/su-that-dang-long-doi-khi-cam-dau-ngoi-code-la-cach-ngu-nhat-de-giai-quyet-van-de/,đắng lòng
Sự “bá đạo” của Chrome Developer Tools – Phần 1,https://toidicodedao.com/2015/10/08/su-ba-dao-cua-chrome-developer-tools-phan-1/,web development
"[Tutorial] Tạo ứng dụng chat với 50 dòng code, Firebase và AngularJS",https://toidicodedao.com/2015/07/07/tutorial-tao-ung-dung-chat-voi-50-dong-code-firebase-va-angularjs/,tutorial
Mẹo vặt trong Visual Studio – Liệu bạn đã biết rõ IDE của mình chưa?,https://toidicodedao.com/2015/03/12/meo-vat-trong-visual-studio-lieu-ban-da-biet-ro-ide-cua-minh-chua/,visual studio
Chuyện cái comment,https://thefullsnack.com/posts/comment-story.html,"code , rust , databasechuy"
Chuyện không đầu không đít,https://thefullsnack.com/posts/chuyen-khong-dau-khong-dit.html,"random , opinionchuy"
Tail Call Optimization là gì? Và tại sao bạn không cần quan tâm đến nó?,https://thefullsnack.com/posts/tail-call-optimization-javascript.html,javascripttail
Bàn về Problem Solving Skill,https://thefullsnack.com/posts/wtf-is-problem-solving-skill.html,"random , opinionb"
Giấy với bút,https://thefullsnack.com/posts/paper-and-pen.html,"random , opiniongi"
Hai kiểu lập trình viên,https://thefullsnack.com/posts/css-specificity.html,"random , opinion , csshai"
Bảo mật 2 lớp và ứng dụng,https://thefullsnack.com/posts/guess-runi-two-factor-authentication.html,"guest , golangb"
