name,link,tags
Một cái nhìn tổng quan về NodeJS,https://viblo.asia/p/mot-cai-nhin-tong-quan-ve-nodejs-07LKXb9DlV4,nodejs api
Tạo ER Diagram của một Database bằng MySQL Workbench,https://viblo.asia/p/tao-er-diagram-cua-mot-database-bang-mysql-workbench-OeVKBqvy5kW,MySql
Vẽ Quốc kỳ Việt Nam bằng Flutter,https://viblo.asia/p/ve-quoc-ky-viet-nam-bang-flutter-1VgZvM1mKAw,Flutter
Làm thế nào để viết Conventional Commits cho dễ sử dụng,https://viblo.asia/p/lam-the-nao-de-viet-conventional-commits-cho-de-su-dung-07LKXbb2lV4,git-commit
Thao tác với các phần tử DOM với React Hook sử dụng useRef(),https://viblo.asia/p/thao-tac-voi-cac-phan-tu-dom-voi-react-hook-su-dung-useref-bWrZnxrr5xw,React
Hãy sử dụng ESLint cho dự án của bạn!,https://viblo.asia/p/hay-su-dung-eslint-cho-du-an-cua-ban-bJzKm07O59N,coding convention
Một số tip để code View của bạn đẹp như Ngọc Trinh.,https://viblo.asia/p/mot-so-tip-de-code-view-cua-ban-dep-nhu-ngoc-trinh-gDVK24qAlLj,Rails
Agile căn bản và cách vận dụng,https://viblo.asia/s/dbZN76xvlYM,Agile
Cải thiện code base cho Android Project,https://viblo.asia/s/24lJDzM8KPM,Android Lint
Tìm hiểu Elasticsearch,https://viblo.asia/s/yDZOPg8klwj,Inverted Index
Kinh nghiệm code React Native từ một Web Developer,https://viblo.asia/s/jy5VB2GM5ra,Messenger
Ruby on Rails API with Vue.js,https://viblo.asia/s/WrZngQGYlxw,VueJS
Tăng tốc cho Rails bằng việc loại bỏ N+1 queries,https://viblo.asia/s/QqKLv3Drl7z,Ruby on Rails
Thu thâp dữ liệu với Scrapy,https://viblo.asia/s/W65GEpXPZDO,crawler
Solidity And Smart Contract,https://viblo.asia/s/Q75wqNJBZWb,Solidity
[Laravel] Laravel Và Những Điều Căn Bản Nhất,https://viblo.asia/s/jy5VB28o5ra,relationships
My favorite lists,https://viblo.asia/s/WOZrgPn7lQ0,Android
Series Rails cơ bản.,https://viblo.asia/s/pmleBzzk5rd,Ruby on Rails
SOLID Principles,https://viblo.asia/s/WrZngQznlxw,Ruby on Rails
Static Site Generator với Hugo,https://viblo.asia/s/OVlYq0JVl8W,Go
Học reactjs và redux 2018,https://viblo.asia/s/nB5pXJp65PG,redux
Android Programing với EDMTDev,https://viblo.asia/s/nB5pXJj75PG,EDMTDev
12 yếu tố tạo nên 1 web app xịn xò – Lược dịch và giải thích Twelve-Factor,https://toidicodedao.com/2020/09/01/12-yeu-to-tao-nen-1-web-app-xin-xo-luot-dich-va-giai-thich-twelve-factor/,web application
Cùng học Cờ Lao – Azure Phần 4.2: Deploy ứng dụng lên Azure App Service trong 5 phút,https://toidicodedao.com/2019/04/23/cung-hoc-co-lao-azure-phan-4-2-deploy-ung-dung-len-azure-app-service-trong-5-phut/,điện toán đám mây
9 project nhỏ mà bạn có thể code để luyện tập kĩ năng lập trình,https://toidicodedao.com/2018/09/04/project-luyen-tap-ki-nang-lap-trinh/,web bán hàng
"Lộ trình học lập trình, vài lời khuyên cho các bạn sinh viên IT",https://toidicodedao.com/2018/08/30/lo-trinh-hoc-cong-nghe-thong-tin/,đồ án tốt nghiệp
"Ngày xửa ngày xưa, lập trình là vốn là chuyện của … đàn bà???",https://toidicodedao.com/2017/12/05/ngay-xua-lap-trinh-la-chuyen-cua-dan-ba/,đàn bà
Series Nhập Môn Lập Trình – Công việc thường ngày của một lập trình viên,https://toidicodedao.com/2017/03/23/cong-viec-lap-trinh-vien-lam-gi/,series nhập môn lập trình
Series Phản Phác Quy Chân – Bí kíp để trở thành “cao thủ” trong việc fix bug,https://toidicodedao.com/2016/07/18/cao-thu-fix-bug/,series phản phác qui chân
Series C# hay ho: EPPlus – Thư viện Excel “bá đạo” – Phần 2,https://toidicodedao.com/2015/11/26/series-c-hay-ho-epplus-thu-vien-excel-ba-dao-phan-2/,tạo file excel
Mẹo vặt trong Visual Studio – Liệu bạn đã biết rõ IDE của mình chưa?,https://toidicodedao.com/2015/03/12/meo-vat-trong-visual-studio-lieu-ban-da-biet-ro-ide-cua-minh-chua/,visual studio
Thư gửi con trai của ba,https://thefullsnack.com/posts/evan-letter.html,random
Tính tổng các số Fibonacci từ 1 tới 4 triệu,https://thefullsnack.com/posts/fibonacci-4m.html,"algorithm , math"
TDD qua ví dụ thực tế,https://thefullsnack.com/posts/tdd.html,"tdd , ruby , fizzbuzz"
Làm game Flappy Bird trên Arduino,https://thefullsnack.com/posts/lam-game-flappy-bird-tren-arduino.html,"arduino , game , hacking , hardware"
Học React/Redux qua ví dụ thực tế: Viết Component đầu tiên,https://codeaholicguy.com/2016/07/19/hoc-reactredux-qua-vi-du-thuc-te-viet-component-dau-tien/,Redux
Modern Android Architectures – MVC/MVP/MVVM – Phần 2: Kiến Trúc MVC,https://yellowcodebooks.com/2020/05/27/modern-android-architectures-mvc-mvp-mvvm-phan-2-kien-truc-mvc/,Modern Android ArchitecturesNâng Cao
Java Bài 44: Đồng Bộ Hoá Tập 1 – Làm Quen Với Đồng Bộ Hoá,https://yellowcodebooks.com/2018/10/25/java-bai-44-dong-bo-hoa-tap-1-lam-quen-voi-dong-bo-hoa/,Java
Tìm hiểu về cách thiết kế Class Diagram,https://viblo.asia/p/tim-hieu-ve-cach-thiet-ke-class-diagram-L4x5xLyY5BM,Agile
Khác nhau giữa abstract class và interface khi nào dùng chúng,https://viblo.asia/p/khac-nhau-giua-abstract-class-va-interface-khi-nao-dung-chung-ORNZq9YrZ0n,C
Angular 4 từ A đến Z,https://viblo.asia/p/angular-4-tu-a-den-z-Qbq5QLpwlD8,Rxjs
"Nâng cao chất lượng code và hiệu quả làm việc nhóm với Husky, Lint-Staged, CommitLint",https://viblo.asia/p/nang-cao-chat-luong-code-va-hieu-qua-lam-viec-nhom-voi-husky-lint-staged-commitlint-4dbZNnMnZYM,Conventional Commits
Viết ứng dụng chat trong Laravel sử dụng Private và Presence channel,https://viblo.asia/p/viet-ung-dung-chat-trong-laravel-su-dung-private-va-presence-channel-OeVKBRLrKkW,Redis
Kiểm thử hiệu năng ứng dụng web với Lighthouse CI,https://viblo.asia/p/kiem-thu-hieu-nang-ung-dung-web-voi-lighthouse-ci-3Q75w1L3ZWb,kiểm thử hiệu năng
Cách cài đặt thư viện python,https://viblo.asia/p/cach-cai-dat-thu-vien-python-GrLZD062Zk0,Python
Đi tìm chiếc structure hoàn hảo cho ứng dụng React,https://viblo.asia/p/di-tim-chiec-structure-hoan-hao-cho-ung-dung-react-Az45b41NZxY,JavaScript
ASP.NET Core 5 - Blazor WebAssembly - scroll vô cực bởi phép ảo hóa component,https://viblo.asia/p/aspnet-core-5-blazor-webassembly-scroll-vo-cuc-boi-phep-ao-hoa-component-aWj53W0Y56m,Blazor-WebAssembly
PyTorch Tutorial,https://viblo.asia/s/Wj53OQVb56m,PyTorch
Testing căn bản,https://viblo.asia/s/jy5VB8bb5ra,SDLC
Tìm hiểu về JMeter,https://viblo.asia/s/pmleB8qV5rd,jmeter
Hướng dẫn cài đặt Python trên hệ điều hành Windows - MacOS - Linux 2020,https://viblo.asia/s/b85og8R452G,cài đặt python
ES6 - Từ cơ bản tới nâng cao,https://viblo.asia/s/yEZkg8dAZQ0,es6
Học Selenium Automation Test,https://viblo.asia/s/L6lAy1j4lek,Selenium
Laravel series for dummies,https://viblo.asia/s/AyK8VqwplxX,Laravel
Update công nghệ,https://viblo.asia/s/WOZrgP9ylQ0,non-tech
Hyperledger Fabric ( Private Blockchain ) cho người mới bắt đầu.,https://viblo.asia/s/MnKMJDWQZ7P,Hyperledger Fabric
Kỹ thuật AJAX trong Javascript,https://viblo.asia/s/OVlYq0mal8W,Ajax
"Tự học NodeJS, NodeJS cho mobile",https://viblo.asia/s/P0lPmJ7p5ox,Node.js
Spring security,https://viblo.asia/s/aQZRbP8GZvx,spring security
Ruby Metaprogramming,https://viblo.asia/s/P856j2795Y3,metaprogramming
Chuyện tình Spring và JMS,https://viblo.asia/s/3vKjRggNK2R,Spring
Học VueJS và Laravel từ căn bản đến nâng cao,https://viblo.asia/s/z45bxjq6ZxY,list rendering
Android Jetpack - Android Architecture Components,https://viblo.asia/s/J3ZgBp0BKmB,Android Architecture
Tôi đã lên cấp và tiến hoá như thế nào qua 6 năm lăn lộn trong ngành – Phần 1,https://toidicodedao.com/2020/08/04/developer-tien-hoa-phan-1/,senior developer
"Kiến thức trong ngành IT có 2 loại – Một loại để càng lâu càng cũ, loại kia thì ngược lại",https://toidicodedao.com/2019/04/16/kien-thuc-cong-nghe-nganh-it/,thư viện
Series Lược Sử Lập Trình Web Phần 4.2 – Web Front-end hiện đại có gì hot,https://toidicodedao.com/2018/08/28/series-luoc-su-lap-trinh-web-phan-4-2-front-end-web-hien-dai-co-gi-hot/,webpack
Điểm số có thật sự quan trọng với Sinh Viên IT hay không?,https://toidicodedao.com/2017/11/16/diem-so-co-quan-trong-voi-sinh-vien-it/,điểm số
Series Nhận diện Idol: Phần cuối – Từ Demo tới Deploy – Hoàn chỉnh ứng dụng,https://toidicodedao.com/2017/03/21/series-nhan-dien-idol-phan-cuoi-hoan-chinh-deploy-ung-dung/,webtask
Series C# hay ho – Hello .NET Core,https://toidicodedao.com/2016/07/12/series-c-hay-ho-hello-net-core/,webform
Series C# hay ho: EPPlus – Thư viện Excel “bá đạo” – Phần 1,https://toidicodedao.com/2015/11/24/series-c-hay-ho-epplus-thu-vien-excel-ba-dao-phan-1/,tạo file excel
"Series C# hay ho: IEnumerable và yield, tưởng đơn giản mà lắm thứ phải bàn",https://toidicodedao.com/2015/03/10/series-c-hay-ho-ienumerable-va-yield-tuong-don-gian-ma-lam-thu-phai-ban/,yield
Các thuật toán nhân ma trận,https://thefullsnack.com/posts/nhan-ma-tran.html,"algorithm , math , performance"
"var, let và const trong ES6",https://thefullsnack.com/posts/var-let-const.html,"javascriptvar , let"
Học React/Redux qua ví dụ thực tế: Khởi tạo project,https://codeaholicguy.com/2016/06/28/hoc-reactredux-qua-vi-du-thuc-te-khoi-tao-project/,Redux
Android Bài 35: Tìm Hiểu Về Danh Sách Tập 1 – Adapter & AdapterView,https://yellowcodebooks.com/2019/11/18/android-bai-35-tim-hieu-ve-danh-sach-tap-1-adapter-adapterview/,Android  Java
Java Bài 45: Đồng Bộ Hóa Tập 2 – Đồng Bộ Mutual Exclusive & Từ Khóa synchronized,https://yellowcodebooks.com/2018/11/20/java-bai-45-dong-bo-hoa-tap-2-dong-bo-mutual-exclusive-tu-khoa-synchronized/,Java
Bước đầu làm quen với NodeJS và Socket.io,https://viblo.asia/p/buoc-dau-lam-quen-voi-nodejs-va-socketio-MJyGjQrWvPB,Express
OpenEdx - Masive open online course,https://viblo.asia/s/vElaB8445kw,mooc
Tìm hiểu về Kubernetes (K8s) từ con số 0,https://viblo.asia/s/nB5pX8N65PG,container
Cùng tôi chia sẻ,https://viblo.asia/s/z45bx8n6ZxY,website technologies
Khám phá đại bản doanh Python,https://viblo.asia/s/OVlYq8Ozl8W,daibandoanhpython
Docker cho người mới bắt đầu,https://viblo.asia/s/bq5QL8qElD8,Docker Compose
Nhật kí xây dựng hệ thống máy chấm thi lập trình tực tuyến,https://viblo.asia/s/nB5pX8nY5PG,code challenge
Hướng dẫn toàn diện về Trí tuệ nhân tạo với Python (Dịch),https://viblo.asia/s/o754jvELZM6,Python
Tìm hiểu về Webpacker ở Rails 6,https://viblo.asia/s/375z0mJ6ZGW,Ruby on Rails
Elastic là gì? Tôi có nên áp dụng vào dự án?,https://viblo.asia/s/QqKLvpm4l7z,Elasticsearch engine
Tổng hợp kiến thức trong tháng,https://viblo.asia/s/jy5VB8Ej5ra,note
Tìm hiểu Nuxt.js,https://viblo.asia/s/yDZOPve9lwj,VueJS
Tớ đã học bảo mật cơ bản như thế nào ?,https://viblo.asia/s/68Z00JY2ZkG,XSS
Coding for cyris,https://viblo.asia/s/pmleBzOn5rd,Performance
Xây dựng một blog cá nhân bằng VuePress,https://viblo.asia/s/DVK2jPXAKLj,VuePress
"[JAVA] Cùng lục lọi, soi mói về java",https://viblo.asia/s/Q75wqNrQZWb,setup
"Deploy Rails App to AWS EC2 By Using Nginx, Puma and Capistrano Gem",https://viblo.asia/s/yDZOPvvGlwj,Deploy rails app
Linux advance articles,https://viblo.asia/s/WOZrgP3NlQ0,memory
[MLE] Machine Learning Experiment,https://viblo.asia/s/GJ59j0MDKX2,""
Hướng dẫn tạo bộ lọc màu ảnh giống như trong Instagram,https://viblo.asia/s/VgZvE2DrKAw,Android
Cùng đi học Machine Learning,https://viblo.asia/s/Wj53Ombp56m,Machine Learning
Những cuộc “chạy đua vũ trang” ngầm khá hay ho trong giới công nghệ,https://toidicodedao.com/2020/07/14/chay-dua-vu-trang-cong-nghe/,web crawler
Cùng học Cờ Lao – Azure Phần 4.1: Azure App Service là gì? Nó có gì hay ho?,https://toidicodedao.com/2019/04/09/cung-hoc-co-lao-azure-phan-4-1-azure-app-service-la-gi-no-co-gi-hay-ho/,điện toán đám mây
Series Lược Sử Lập Trình Web Phần 4.1 – ReactJS ngang trời xuất thế,https://toidicodedao.com/2018/08/21/series-luoc-su-lap-trinh-web-phan-4-1-reactjs-ngang-troi-xuat-the/,web
Năm ý tưởng cực thú dzị cho đồ án tốt nghiệp ngành CNTT – Phần 2,https://toidicodedao.com/2017/11/14/nam-y-tuong-cuc-thu-dzi-cho-do-an-tot-nghiep-nganh-cntt-phan-2/,đồ án tốt nghiệp
Giới thiệu series “Nhập Môn Lập Trình Không Code”,https://toidicodedao.com/2017/03/16/nhap-mon-lap-trinh-khong-code/,đại học
Series JavaScript sida – Promise – Hứa thật nhiều thất hứa thật nhiều,https://toidicodedao.com/2016/07/05/javascript-promise/,sida
Dependency Injection và Inversion of Control – Phần 3: DI Container. Áp dụng DI vào ASP.NET MVC,https://toidicodedao.com/2015/11/12/dependency-injection-va-inversion-of-control-phan-3-di-container-ap-dung-di-vao-asp-net-mvc/,định nghĩa
Series C# hay ho: Generic là cái thứ chi chi,https://toidicodedao.com/2015/03/05/series-c-hay-ho-generic-la-cai-thu-chi-chi/,series
Vài phím kinh nghiệm thường gặp khi dùng Vim,https://thefullsnack.com/posts/vai-phim-tat-vim.html,vim
Chuyện xưa cũ: Ai chưa đọc JavaScript The Good Parts,https://codeaholicguy.com/2016/06/21/chuyen-xua-cu-ai-chua-doc-javascript-the-good-parts/,Javascript
Android Architecture Component – Phần 4: Tìm Hiểu Về Room,https://yellowcodebooks.com/2019/05/24/android-architecture-component-phan-4-tim-hieu-ve-room/,Android Architecture Component
Java Bài 47: Deadlock,https://yellowcodebooks.com/2019/06/05/java-bai-47-deadlock/,Java
[Computer Vision] Object Detection (nhận diện vật thể) chỉ với 10 dòng code sử dụng ImageAI,https://viblo.asia/p/computer-vision-object-detection-nhan-dien-vat-the-chi-voi-10-dong-code-su-dung-imageai-naQZRbdjZvx,Artificial Intelligence
Giải Thích về Async/Await Javascript trong 10 phút,https://viblo.asia/p/giai-thich-ve-asyncawait-javascript-trong-10-phut-1VgZvBn7ZAw,async
Python cho người mới bắt đầu,https://viblo.asia/s/jeZ103V8KWz,tuple
Tìm hiểu về Distributed Systems,https://viblo.asia/s/aQZRb8wQZvx,Consensus
Tự học Salesforce,https://viblo.asia/s/MnKMJGygZ7P,salesforce
Spring Batch - Series - 1 - Một số khái niệm cơ bản,https://viblo.asia/s/aGK7jPLO5j2,JDK
Speed Up For Website,https://viblo.asia/s/yDZOPgydlwj,nginx
"Các ""chiêu trò"" JS tưởng không hay mà hay không tưởng",https://viblo.asia/s/DVK2jDyjKLj,JavaScript
Hướng dẫn cài đặt OpenCV 4 lên MacOS,https://viblo.asia/s/aGK7jPge5j2,imageprocess
Những chức năng bạn có thể cần trong một project Laravel,https://viblo.asia/s/AyK8VmW9lxX,API
Học vuejs nâng cao,https://viblo.asia/s/JzKmgDNrl9N,scoped-slot
Cron Job and Background Job,https://viblo.asia/s/Q75wqNeDZWb,Delayed Job
Robot Framework Cơ Bản,https://viblo.asia/s/3vKjRgYAK2R,Robot Framework
React app làm việc với Rails 5.1 API,https://viblo.asia/s/375z09NRZGW,Ruby on Rails
Cách tối ưu hoá trang chi tiết ứng dụng của bạn trên Google Play Store,https://viblo.asia/s/P0lPmJpp5ox,Android App
VueJS nâng cao (tips and tricks),https://viblo.asia/s/jy5VB2Ay5ra,twitter
Python everything,https://viblo.asia/s/nB5pXJ825PG,AngularJS
Amazon Web Services for Essential,https://viblo.asia/s/L6lAye6Dlek,""
javascript tips,https://viblo.asia/s/W65GEp6LZDO,JavaScript
Let's learn about Blockchain,https://viblo.asia/s/68Z00JP9ZkG,zkSNARK
Bảo mật hệ thống,https://viblo.asia/s/24lJDgmWKPM,Security
Cảnh giới cao nhất của việc Code chính là … không Code!,https://toidicodedao.com/2020/06/30/canh-gioi-cao-nhat-no-code/,thiết kế hệ thống
"Thực hư chuyện Facebook lưu mật khẩu dưới dạng text, để lộ mật khẩu trăm triệu người dùng?",https://toidicodedao.com/2019/03/26/facebook-luu-mat-khau-dang-text-lo-mat-khau/,security
Sự khác biệt giữa Junior và Senior Developer,https://toidicodedao.com/2018/08/14/khac-biet-giua-junior-va-senior-developer/,technical
Năm ý tưởng cực thú dzị cho đồ án tốt nghiệp ngành CNTT,https://toidicodedao.com/2017/11/07/y-tuong-do-an-tot-nghiep-nganh-cntt/,đồ ăn
"Series Nhận diện Idol: Phần 6.2 – Từ Demo tới Deploy, viết RestAPI cho ứng dụng với WebTask",https://toidicodedao.com/2017/03/14/series-nhan-dien-idol-phan-6-2-tu-demo-toi-deploy-viet-restapi-cho-ung-dung-voi-webtask/,website
Được gì mất gì khi học lập trình bằng tiếng Việt,https://toidicodedao.com/2016/06/28/khong-nen-hoc-lap-trinh-tieng-viet/,đại học
Dependency Injection và Inversion of Control – Phần 2: Áp dụng DI vào code,https://toidicodedao.com/2015/11/10/dependency-injection-va-inversion-of-control-phan-2-ap-dung-di-vao-code/,định nghĩa
Series C# hay ho: Lambda Expression,https://toidicodedao.com/2015/02/12/series-c-hay-ho-lambda-expression/,series
Phức tạp hoá vấn đề: Phân tích và mô phỏng nút cảm xúc của Facebook,https://thefullsnack.com/posts/phuc-tap-hoa-facebook-reaction.html,"javascript , css , hacking"
Chuyện xưa cũ: Nên dùng === hay == để so sánh trong Javascript?,https://codeaholicguy.com/2016/06/14/nen-dung-hay-de-so-sanh-trong-javascript/,Javascript
Kotlin Bài 4: Làm Quen Với Ngôn Ngữ Kotlin,https://yellowcodebooks.com/2019/06/21/kotlin-bai-4-lam-quen-voi-ngon-ngu-kotlin/,Android  Kotlin
Java Bài 42: Thread Tập 2 – Các Cách Thức Để Tạo Một Thread,https://yellowcodebooks.com/2018/08/22/java-bai-42-thread-tap-2-cac-cach-thuc-de-tao-mot-thread/,Java
7 đơn vị CSS có thể bạn không biết,https://viblo.asia/p/7-don-vi-css-co-the-ban-khong-biet-E375zyj6lGW,HTML5
Linear Regression - Hồi quy tuyến tính trong Machine Learning,https://viblo.asia/p/linear-regression-hoi-quy-tuyen-tinh-trong-machine-learning-4P856akRlY3,Machine Learning
Mã hóa bất đối xứng,https://viblo.asia/s/68Z00ndNZkG,Encryption
Cypress Hero To Zero,https://viblo.asia/s/L6lAy1XDlek,cypress
Tut about React Native,https://viblo.asia/s/P0lPmrOn5ox,Styled-Components
Solution Hacker Rank,https://viblo.asia/s/z45bx86gZxY,Java
Học Kubernetes qua ví dụ minh họa,https://viblo.asia/s/OVlYq8xvl8W,ingress
Sử dụng Traefik với Docker,https://viblo.asia/s/P0lPmJdG5ox,docker machine
Augmented Reality Tutorial,https://viblo.asia/s/7LKXNqGrlV4,Augmented Reality
Tip And Trick??????????,https://viblo.asia/s/3m5WBNqElO7,Certificate Authority
[Back To Basic],https://viblo.asia/s/375z099jZGW,JavaScript
Vài ba thứ linh tinh về shellscript,https://viblo.asia/s/4x5xpqPq5BM,return
Tìm hiểu về BEM - A Front End Methodology,https://viblo.asia/s/MnKMJD2aZ7P,Coding Style
Chi tiết về material design trong android,https://viblo.asia/s/QqKLv3b0l7z,Android
